Wavelength_nm,2026_02_18_BluGlass_Lot2GainChip_GC1_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC2_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC3_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC4_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC5_T=20C__I=100mA.txt
423.31,52.358,51.212,49.313,72.137,66.984
423.34,109.92,126.71,115.41,143.24,149.98
423.36,67.888,62.912,65.763,82.737,82.884
423.39,71.638,71.012,69.813,93.437,92.684
423.41,65.288,67.112,61.313,79.737,85.584
423.44,64.568,64.912,55.613,83.137,77.984
423.46,57.198,56.012,56.363,80.537,74.884
423.49,74.698,79.712,67.913,91.437,93.984
423.51,59.508,52.012,51.363,78.437,75.284
423.54,66.698,67.212,56.013,82.937,78.484
423.57,56.018,52.312,50.663,81.437,68.284
423.59,68.588,63.312,58.313,85.337,83.184
423.62,56.678,55.912,52.413,75.837,74.484
423.64,63.428,58.512,52.713,82.537,79.384
423.67,67.998,67.112,62.963,91.537,83.584
423.69,73.388,75.012,67.163,90.237,88.884
423.72,54.658,54.312,50.213,69.937,66.484
423.75,70.868,65.412,58.363,86.437,79.784
423.77,58.508,59.712,50.313,77.737,76.184
423.8,66.408,63.212,60.813,89.637,83.684
423.82,62.348,59.212,50.413,84.237,75.584
423.85,64.798,58.812,56.063,86.637,81.384
423.87,57.588,51.612,50.713,77.737,75.184
423.9,73.228,76.912,67.112,96.337,90.584
423.92,60.988,61.712,51.663,81.937,74.584
423.95,72.168,71.912,60.363,92.637,91.084
423.97,56.358,53.712,50.163,73.237,66.184
424,69.028,66.112,58.713,86.937,80.684
424.02,59.208,53.512,52.913,75.037,76.784
424.05,68.018,66.312,55.663,88.237,82.984
424.08,61.848,57.212,57.513,75.037,75.484
424.1,72.008,72.112,62.313,86.537,90.984
424.13,62.028,59.112,49.713,78.137,76.884
424.15,69.788,67.612,57.613,86.437,88.284
424.18,62.768,65.012,56.463,83.437,78.184
424.2,66.758,65.112,55.113,81.437,78.684
424.23,76.358,79.512,81.213,98.737,98.984
424.25,73.378,73.612,61.713,93.737,90.184
424.28,62.298,59.112,51.763,83.537,79.284
424.31,68.998,68.012,62.063,85.837,84.784
424.33,57.928,55.012,49.613,76.237,71.684
424.36,70.538,71.012,61.063,90.237,79.784
424.38,73.328,76.312,73.513,102.34,97.584
424.41,72.298,66.012,59.313,90.237,91.384
424.43,63.308,57.712,54.563,89.237,75.884
424.46,72.968,67.612,61.563,94.437,90.384
424.48,77.618,77.212,70.063,100.44,100.58
424.51,71.408,69.412,60.413,89.037,85.284
424.53,62.698,55.312,55.813,79.437,79.784
424.56,109.17,112.51,111.91,145.14,144.68
424.58,63.148,63.312,52.813,80.937,80.084
424.61,72.508,72.712,57.363,89.137,90.984
424.63,62.228,58.412,52.463,84.237,68.584
424.66,72.568,73.112,62.063,93.437,85.584
424.69,63.878,62.912,56.713,82.237,77.684
424.71,73.228,69.312,61.563,94.337,90.984
424.74,67.608,61.012,56.313,84.237,86.584
424.76,74.738,64.512,60.263,91.037,89.584
424.79,66.978,55.012,56.263,85.037,85.084
424.81,75.118,72.712,58.713,93.437,91.384
424.84,74.128,71.712,65.413,91.637,94.784
424.86,71.848,66.612,58.413,91.637,87.984
424.89,65.558,57.512,56.163,82.637,81.684
424.91,73.708,70.412,56.763,91.637,86.084
424.94,64.678,56.612,55.513,83.237,84.584
424.96,82.578,81.112,70.362,109.34,99.284
424.99,65.298,60.212,55.163,80.337,82.684
425.02,72.128,65.412,60.813,87.037,87.784
425.04,65.388,57.312,55.513,79.137,82.584
425.07,74.188,68.212,61.113,90.337,93.984
425.09,65.518,61.612,55.913,81.937,80.784
425.12,76.898,70.412,63.113,93.437,87.084
425.14,66.068,65.412,53.463,85.037,83.384
425.17,74.738,68.312,58.713,90.837,78.584
425.19,68.728,63.212,62.913,88.437,84.684
425.22,81.048,76.312,72.213,100.64,104.68
425.24,65.798,61.112,58.413,84.037,81.684
425.27,73.488,67.212,60.163,92.837,85.384
425.3,64.908,60.812,55.713,84.137,80.384
425.32,87.888,83.712,77.113,102.94,104.28
425.35,64.358,58.612,54.963,84.037,87.084
425.37,75.758,68.412,68.663,96.937,90.184
425.4,64.818,55.312,58.213,82.337,74.584
425.42,77.078,71.712,62.813,91.137,89.284
425.45,66.208,57.312,57.413,87.337,82.484
425.47,74.948,69.212,60.913,92.137,87.484
425.5,65.018,56.912,54.763,84.937,76.784
425.52,73.988,68.512,62.063,90.637,92.584
425.55,65.998,59.912,59.463,86.237,80.384
425.57,73.358,69.312,62.763,91.937,86.584
425.6,66.938,60.712,58.413,86.737,80.084
425.62,78.098,72.912,62.413,98.537,94.084
425.65,66.058,64.712,55.963,86.037,81.584
425.67,74.438,71.612,59.063,91.237,89.484
425.7,64.848,57.712,54.313,82.437,81.184
425.73,81.668,77.812,74.663,105.44,103.58
425.75,67.298,59.712,54.263,82.737,79.384
425.77,74.808,70.812,61.013,97.337,90.284
425.8,67.308,57.712,58.363,85.737,73.284
425.83,74.328,66.912,62.813,93.337,95.484
425.85,68.268,63.812,60.963,84.237,85.684
425.88,72.598,67.512,61.363,93.637,88.384
425.9,67.138,56.712,58.263,82.137,84.684
425.93,73.618,72.112,60.313,85.337,93.184
425.95,71.958,69.712,67.963,99.137,99.484
425.98,76.528,72.612,60.913,94.237,89.984
426,65.358,60.012,58.413,84.937,80.084
426.03,71.458,62.012,63.163,89.537,83.484
426.05,64.908,57.712,56.713,79.937,86.284
426.08,74.608,70.912,66.813,93.437,83.684
426.1,68.818,54.612,62.913,91.037,80.484
426.13,74.808,73.312,66.862,88.337,89.584
426.15,64.178,57.112,53.213,82.037,80.084
426.18,76.788,69.512,62.613,97.037,96.684
426.2,67.208,60.312,57.863,88.237,75.984
426.23,75.988,67.412,65.013,85.037,93.584
426.25,65.178,56.112,58.363,83.637,83.084
426.28,76.138,68.012,67.362,97.937,92.984
426.31,68.388,61.212,60.263,87.837,77.084
426.33,77.948,74.412,61.563,102.84,93.284
426.36,66.768,56.212,54.363,86.237,83.484
426.38,78.398,68.512,66.013,96.337,92.684
426.41,68.648,61.112,57.713,93.437,78.784
426.43,81.398,78.712,71.263,105.24,97.484
426.46,69.038,61.112,60.213,85.337,83.384
426.48,76.918,65.412,65.813,90.237,89.484
426.51,74.488,71.912,62.463,96.237,93.684
426.53,76.218,68.012,64.913,91.437,93.284
426.56,66.508,60.012,60.963,86.537,81.084
426.58,77.148,74.412,63.063,92.937,88.584
426.61,68.608,60.212,60.663,86.037,80.084
426.63,77.058,73.212,60.063,93.837,91.384
426.66,72.628,62.312,61.413,91.637,85.184
426.68,74.388,64.512,62.513,94.137,91.684
426.71,69.338,61.512,60.863,87.537,82.184
426.73,83.178,75.212,69.362,104.54,97.984
426.76,67.908,57.912,56.063,86.037,80.584
426.78,78.818,72.812,68.463,101.54,92.284
426.81,71.798,65.512,62.113,92.337,90.584
426.83,76.958,71.412,66.163,102.44,91.584
426.86,72.308,61.112,59.813,97.337,80.084
426.88,77.318,67.612,63.463,95.737,95.584
426.91,72.458,68.712,63.063,88.837,89.084
426.94,75.458,67.612,62.213,98.037,92.984
426.96,69.728,59.412,57.813,89.137,89.084
426.99,82.618,72.812,68.362,105.14,102.18
427.01,71.568,63.912,61.063,89.537,83.884
427.04,78.318,71.612,65.763,94.537,92.484
427.06,71.078,60.512,61.063,89.537,80.384
427.09,81.828,69.412,66.963,100.24,104.08
427.11,78.258,74.712,73.313,107.04,97.384
427.14,79.968,69.412,65.862,100.64,96.484
427.16,70.838,63.112,61.913,85.937,89.384
427.19,80.598,72.512,69.163,99.037,97.884
427.21,68.628,57.812,60.413,82.437,81.584
427.24,75.668,66.212,64.313,91.637,91.384
427.26,71.668,60.612,62.063,93.237,92.984
427.29,80.978,72.212,64.713,97.637,92.984
427.31,71.528,59.512,61.513,88.437,88.084
427.34,80.208,69.812,67.463,97.737,97.884
427.36,75.128,65.412,61.413,93.537,86.784
427.39,78.338,70.812,64.963,100.14,88.784
427.41,71.058,62.612,67.013,91.937,86.384
427.44,83.568,77.412,72.713,106.34,94.384
427.46,77.868,74.812,73.563,106.54,97.284
427.49,107.62,111.01,109.06,142.04,138.88
427.51,71.278,58.712,63.613,93.137,88.084
427.54,79.908,72.612,70.563,100.24,97.084
427.56,75.718,63.812,64.013,94.237,93.484
427.59,80.698,66.712,66.913,103.94,87.984
427.61,71.968,56.812,61.563,91.337,87.184
427.64,81.868,66.012,67.963,96.437,88.384
427.66,72.288,57.812,64.612,87.037,84.084
427.69,82.398,71.812,66.663,111.24,96.284
427.71,93.858,88.812,87.213,124.04,121.68
427.74,82.228,68.312,66.013,105.74,98.684
427.76,76.588,66.912,66.413,95.937,93.484
427.79,83.998,75.212,72.263,107.04,102.18
427.81,74.938,67.012,65.362,95.537,93.484
427.84,83.518,72.912,70.763,104.54,102.78
427.86,83.328,78.412,75.862,104.14,99.284
427.89,88.808,83.712,74.463,108.84,110.68
427.91,74.198,65.712,64.163,97.037,95.184
427.94,88.358,77.412,69.813,106.84,105.88
427.96,74.318,62.512,65.813,95.137,88.484
427.99,81.488,69.712,65.362,102.94,96.184
428.01,77.378,63.312,63.663,94.537,85.084
428.04,84.128,68.512,69.612,113.04,100.68
428.06,75.698,64.812,68.563,96.537,92.684
428.09,87.848,73.512,69.862,105.44,104.78
428.12,75.168,65.712,66.413,100.74,87.984
428.14,91.928,87.312,82.363,114.54,113.08
428.17,76.148,67.912,68.862,99.837,93.284
428.19,88.778,76.712,68.913,108.34,106.48
428.21,78.898,68.012,69.563,102.84,93.084
428.24,96.098,84.312,78.563,121.64,108.48
428.26,74.598,58.112,64.112,93.737,83.484
428.29,82.628,76.412,68.263,104.64,95.984
428.31,74.438,65.412,64.213,95.437,94.984
428.34,92.828,82.112,85.813,111.94,112.48
428.37,79.898,62.412,69.313,103.94,93.784
428.39,85.338,73.712,73.513,110.34,101.68
428.42,80.218,65.312,69.263,101.04,92.884
428.44,84.978,66.612,68.963,101.04,98.984
428.46,78.668,62.912,68.663,99.437,90.584
428.49,83.938,67.512,69.013,102.84,97.184
428.51,77.278,66.912,68.813,94.237,94.784
428.54,87.678,75.312,71.063,111.44,96.384
428.56,75.408,63.012,63.613,90.837,90.984
428.59,99.138,85.712,83.463,120.84,123.58
428.62,79.898,70.012,70.063,100.14,93.484
428.64,83.578,70.712,70.063,105.04,101.28
428.67,77.388,62.912,67.063,104.04,93.284
428.69,88.978,75.212,74.862,109.74,105.78
428.71,76.288,62.912,67.862,103.34,91.884
428.74,86.938,73.912,70.163,108.94,99.484
428.76,79.378,65.212,69.463,98.837,91.384
428.79,153.34,157.31,169.16,204.74,202.18
428.81,79.328,71.912,70.463,104.74,91.184
428.84,87.538,73.712,70.362,105.94,105.28
428.86,81.888,68.412,74.713,105.14,101.68
428.89,90.158,78.912,74.563,114.74,103.58
428.91,78.718,67.312,64.112,104.44,97.584
428.94,89.528,72.612,73.163,106.44,109.28
428.96,79.838,63.312,74.813,106.04,100.58
428.99,90.528,69.912,75.612,108.04,99.384
429.01,83.118,70.112,70.313,105.24,97.284
429.04,88.348,76.312,75.413,110.34,100.68
429.06,84.428,77.012,69.713,106.94,97.984
429.09,90.778,74.112,75.463,111.74,106.38
429.11,79.038,61.212,65.663,102.54,94.784
429.14,89.088,71.712,73.813,113.54,106.18
429.16,78.928,63.612,70.263,104.64,89.284
429.19,89.758,76.012,78.413,110.34,106.88
429.21,88.898,72.912,82.663,113.74,106.68
429.24,97.788,87.312,91.063,123.34,121.88
429.26,81.878,63.912,71.063,107.04,98.784
429.29,89.478,74.312,73.163,117.24,107.58
429.31,80.728,63.712,71.463,108.44,94.984
429.34,87.198,74.912,74.163,109.14,101.48
429.36,78.878,60.112,69.362,96.737,94.084
429.39,90.128,81.212,78.363,117.44,109.68
429.41,78.138,63.612,69.813,100.14,97.284
429.44,98.138,89.912,84.363,126.54,110.98
429.46,76.908,60.912,69.213,99.437,97.084
429.49,91.428,81.112,75.413,117.84,106.98
429.51,91.188,78.912,77.513,114.24,106.78
429.54,87.698,67.512,70.563,110.54,103.58
429.56,82.978,69.012,71.013,100.94,104.18
429.59,90.738,71.512,74.862,109.04,105.88
429.61,79.668,65.212,69.763,104.84,96.384
429.64,96.468,82.112,82.913,122.44,115.48
429.66,82.818,65.412,73.612,102.34,98.884
429.69,88.768,69.412,73.763,112.34,99.984
429.71,82.258,63.212,73.263,107.84,102.68
429.74,89.168,70.112,79.613,111.54,103.08
429.76,82.618,63.312,71.612,104.74,94.284
429.79,88.288,72.412,77.463,111.44,109.58
429.81,79.248,62.612,68.813,101.64,97.884
429.83,90.948,76.712,80.163,118.84,103.28
429.86,82.048,61.312,74.862,102.44,97.484
429.88,90.708,81.912,75.563,113.24,104.88
429.91,82.088,64.712,75.862,103.84,100.28
429.94,86.508,65.612,75.763,111.14,103.68
429.96,79.328,58.412,70.913,102.74,93.984
429.98,86.968,68.712,76.463,109.14,104.08
430.01,80.568,66.412,69.513,98.937,91.584
430.03,90.818,73.812,72.663,114.24,106.88
430.06,80.578,63.512,70.213,103.84,93.184
430.08,88.718,69.112,77.913,114.64,102.48
430.11,81.538,61.612,70.862,107.84,94.584
430.13,88.378,75.112,77.113,114.94,100.88
430.16,77.918,60.212,69.663,102.04,94.984
430.18,92.178,75.812,79.363,122.04,110.68
430.21,80.528,66.412,76.213,105.24,93.984
430.23,89.888,69.112,78.063,117.04,106.18
430.26,79.538,58.412,72.513,104.74,93.384
430.28,89.658,77.012,76.663,111.74,104.78
430.31,81.958,60.212,76.513,110.14,97.284
430.33,91.538,71.312,78.263,116.54,101.68
430.36,86.488,72.212,78.063,111.44,100.98
430.38,93.078,66.312,78.713,123.44,106.78
430.41,82.548,65.612,70.663,113.54,94.884
430.43,93.768,76.812,80.313,114.94,108.78
430.46,82.968,58.912,77.763,109.54,101.18
430.48,95.168,77.612,76.163,118.64,109.18
430.5,90.888,74.612,84.613,124.24,108.28
430.53,94.688,72.512,83.663,121.24,104.78
430.56,85.108,68.912,77.813,111.54,99.484
430.58,94.738,72.312,80.313,123.64,109.08
430.6,82.798,62.912,77.013,110.44,111.48
430.63,99.738,82.212,86.263,130.64,120.28
430.65,84.348,65.912,73.663,110.94,98.084
430.68,95.148,73.712,78.563,125.04,113.48
430.7,86.568,65.612,76.713,109.14,101.28
430.73,94.108,74.712,80.163,113.54,109.48
430.75,86.418,65.812,79.963,112.84,101.08
430.78,93.518,73.212,84.663,121.14,108.18
430.8,86.688,63.112,79.413,112.64,100.28
430.83,97.158,79.512,81.613,126.44,112.18
430.85,86.478,68.012,75.513,115.84,100.48
430.88,96.948,78.012,80.713,124.34,106.88
430.9,89.798,63.312,80.463,120.64,104.38
430.93,96.388,72.412,83.463,128.64,105.88
430.95,90.038,64.812,77.263,123.14,101.38
430.98,107.35,87.112,98.713,137.44,124.38
431,89.138,65.512,76.413,119.24,101.78
431.02,95.488,75.712,83.363,118.84,113.88
431.05,85.708,61.512,80.563,112.24,102.08
431.07,104.95,83.312,90.163,136.64,118.18
431.1,85.448,62.812,74.313,111.64,98.884
431.12,97.238,74.012,84.363,121.94,114.58
431.15,88.298,62.112,79.213,115.34,98.484
431.17,95.718,76.212,81.413,125.64,100.58
431.2,91.838,67.312,79.513,120.44,98.384
431.22,96.898,71.712,83.913,131.14,104.98
431.25,90.398,69.512,79.713,118.84,103.58
431.27,97.668,76.912,81.963,131.94,107.98
431.3,86.158,62.612,76.863,120.34,96.984
431.32,98.698,74.112,83.713,131.34,114.88
431.35,90.928,67.312,85.313,115.64,103.38
431.37,100.79,78.812,86.313,126.94,118.28
431.39,97.968,76.912,91.313,128.84,118.88
431.42,103.37,75.012,87.163,132.04,116.38
431.44,95.708,73.112,93.613,127.94,110.38
431.47,99.498,73.312,87.913,126.94,117.58
431.49,91.458,68.912,80.913,123.34,107.68
431.52,97.398,70.312,83.713,127.74,114.58
431.54,89.898,65.012,78.813,123.14,105.08
431.57,101.02,80.812,85.363,128.24,114.68
431.59,91.388,67.712,81.813,125.74,100.28
431.62,107.6,81.512,98.513,142.74,125.38
431.64,101.27,76.812,92.213,134.94,121.58
431.67,99.578,78.212,87.463,130.04,110.88
431.69,94.018,71.712,83.513,124.64,111.28
431.72,100.18,74.712,83.363,128.54,116.48
431.74,90.248,60.012,80.813,123.44,106.78
431.76,103.13,80.512,91.763,134.74,117.68
431.79,89.968,61.612,77.763,124.14,110.78
431.81,113.02,86.512,102.21,151.44,134.18
431.84,92.768,65.412,88.913,126.94,107.38
431.86,101.91,73.912,87.063,136.44,117.48
431.89,100.83,72.512,87.813,134.24,111.18
431.91,101.8,75.112,87.113,133.14,115.88
431.94,100.3,72.912,93.263,144.44,118.58
431.96,103.49,73.412,86.413,131.34,123.98
431.99,95.308,67.012,82.563,120.34,111.68
432.01,104.42,77.312,89.463,131.24,121.48
432.04,98.538,69.812,83.813,128.84,116.28
432.06,107.48,77.312,93.163,145.94,113.58
432.08,97.608,67.012,90.363,130.34,113.68
432.11,106.87,81.612,91.413,137.04,126.38
432.13,99.238,68.712,88.763,132.14,113.08
432.16,104.41,72.012,88.363,136.54,121.48
432.18,95.778,65.312,84.113,129.84,106.48
432.21,106.14,72.212,88.013,133.64,119.98
432.23,94.948,67.912,84.063,132.44,105.28
432.26,103.78,75.812,89.113,140.94,120.68
432.28,99.218,75.912,90.013,127.94,117.48
432.31,104.98,71.312,93.413,137.24,124.98
432.33,93.358,64.612,83.263,126.54,108.28
432.36,106.46,72.812,91.263,142.14,121.98
432.38,98.728,64.212,90.613,141.14,115.28
432.4,108.19,76.212,93.363,136.84,126.08
432.43,97.758,70.112,90.863,135.34,119.18
432.45,108.3,76.012,88.463,146.34,119.88
432.48,99.918,73.912,89.063,136.94,114.28
432.5,106.81,75.012,93.063,143.44,119.38
432.53,99.838,63.612,91.013,138.14,110.78
432.55,116.95,84.112,104.06,151.34,132.68
432.58,100.14,65.712,89.263,128.44,115.28
432.6,109.14,78.612,91.863,143.74,121.88
432.63,99.078,66.212,85.963,137.84,119.58
432.65,108.58,75.112,96.063,149.14,120.48
432.67,96.988,65.912,88.063,131.54,107.28
432.7,109.07,79.112,96.463,150.74,119.58
432.72,101.26,66.012,87.363,131.34,119.08
432.75,106.67,71.612,92.513,145.24,120.88
432.77,98.188,59.012,84.363,132.84,108.38
432.8,114.09,79.412,105.26,155.44,130.78
432.82,96.328,61.612,88.663,127.44,112.48
432.85,110.18,75.112,95.013,144.94,122.08
432.87,103.89,63.712,89.113,141.74,117.78
432.89,110.73,74.212,98.613,147.94,132.48
432.92,102.04,65.412,90.263,143.84,115.68
432.94,110.48,74.512,99.363,154.84,124.38
432.97,107.55,78.812,102.26,148.54,126.18
432.99,116.08,80.312,97.613,156.94,129.58
433.02,106.22,66.812,92.963,150.84,116.78
433.04,117.88,81.412,100.26,154.64,130.78
433.07,105.23,65.312,95.213,145.14,124.48
433.09,114.18,80.312,102.06,155.74,125.78
433.12,114,81.012,110.06,158.34,128.88
433.14,112.85,74.712,96.813,152.54,127.68
433.16,107.04,66.212,92.763,145.44,123.68
433.19,116.75,73.512,94.663,160.24,122.98
433.21,113.16,71.612,104.86,154.34,124.38
433.24,116.58,75.212,102.36,165.24,127.78
433.26,109.63,71.412,95.763,153.14,122.38
433.29,120.75,79.812,101.11,163.44,134.18
433.31,108.77,68.412,97.763,149.04,124.98
433.34,117.32,75.912,100.96,165.44,127.28
433.36,110.27,68.512,98.313,157.14,124.18
433.38,118.58,77.612,101.71,160.84,129.48
433.41,108.49,63.412,97.713,146.24,122.38
433.43,125.87,91.912,116.21,167.64,138.98
433.46,110.25,64.412,100.41,153.44,117.38
433.48,126.78,82.112,108.41,166.44,134.38
433.51,111.15,65.112,96.613,154.74,118.48
433.53,118.41,74.012,102.01,164.24,132.68
433.56,114.69,69.212,104.66,163.34,127.78
433.58,122.22,75.912,105.26,171.44,127.18
433.61,113.42,65.912,103.26,163.54,123.88
433.63,124.55,78.212,110.16,169.24,130.78
433.65,129.61,86.912,122.46,182.04,142.68
433.68,121.73,74.712,106.26,167.54,140.18
433.7,116.37,69.612,102.16,164.64,131.28
433.73,124.78,78.812,105.46,177.64,135.28
433.75,116.48,69.412,101.81,161.94,134.68
433.77,127.19,78.312,109.86,177.54,140.88
433.8,118.77,69.612,102.56,167.64,131.98
433.82,126.16,75.912,114.91,183.24,136.78
433.85,118.52,70.512,109.06,170.74,132.18
433.87,125.82,76.012,109.86,178.84,137.88
433.9,120.45,72.612,107.86,170.04,125.78
433.92,130.24,79.312,110.41,178.34,147.48
433.95,120,62.812,106.41,172.14,132.68
433.97,130.51,77.112,114.56,178.64,148.58
434,124.76,76.112,114.16,177.14,138.28
434.02,137.32,87.812,127.96,199.14,161.38
434.04,119.27,66.112,108.06,169.84,128.48
434.07,131.67,76.112,115.86,191.34,143.88
434.09,124.58,70.812,114.21,176.84,142.38
434.12,134.46,82.912,113.01,188.84,147.48
434.14,125.74,73.412,111.01,181.64,138.58
434.17,133.21,75.112,118.96,192.04,142.38
434.19,127.38,74.712,112.06,186.74,137.28
434.21,134.38,72.512,115.66,194.54,143.08
434.24,124.11,70.712,113.26,188.34,135.88
434.26,131.7,75.612,116.66,193.34,140.38
434.29,125.56,64.812,116.01,187.34,134.68
434.31,138.35,75.812,118.76,193.64,157.78
434.34,129.04,66.112,115.16,183.74,131.48
434.36,141.49,86.012,127.56,202.24,151.28
434.38,131.88,70.712,120.86,189.74,140.48
434.41,136.12,74.512,118.56,206.14,151.68
434.43,131.72,68.812,118.71,194.54,141.18
434.46,141.11,74.112,117.61,208.54,151.88
434.48,133.73,68.512,116.21,199.64,140.58
434.51,144.15,84.412,123.36,212.34,160.58
434.53,131.23,74.512,123.11,202.54,138.98
434.56,145.11,86.312,128.71,205.54,149.48
434.58,134.93,71.112,124.36,199.34,146.08
434.6,147.38,81.712,126.56,218.34,160.18
434.63,141.51,70.712,122.31,210.64,157.58
434.65,148.26,80.912,122.21,209.14,156.78
434.68,140.22,65.812,121.61,216.04,150.68
434.7,147.1,75.012,123.71,209.34,153.38
434.73,139.87,71.912,123.41,215.84,147.58
434.75,149.23,80.612,128.21,217.24,159.88
434.77,138.51,70.112,124.76,216.24,143.68
434.8,149.77,79.012,127.26,219.94,164.28
434.82,144.51,77.212,128.41,219.74,153.78
434.85,156.31,87.212,134.16,223.04,167.88
434.87,144.77,73.612,129.96,217.74,154.08
434.89,156.12,84.512,135.31,234.24,165.18
434.92,155.46,84.012,138.16,240.44,169.68
434.94,156.19,86.512,132.26,226.14,169.18
434.97,147.12,71.712,131.21,219.84,151.88
434.99,161.82,85.112,139.41,242.94,167.98
435.02,149.98,73.312,140.31,231.64,165.28
435.04,153.94,75.712,129.81,238.74,161.18
435.06,154.19,76.912,136.36,231.34,167.08
435.09,161.55,92.712,136.96,243.04,173.08
435.11,154.79,76.212,135.46,238.74,158.48
435.14,170.9,96.912,149.41,257.94,182.18
435.16,168.35,92.112,165.06,258.84,189.68
435.19,171.4,93.112,150.11,259.54,183.88
435.21,156.79,79.412,135.71,236.24,160.68
435.24,166.8,83.612,143.46,249.44,179.98
435.26,158.76,70.712,138.26,243.24,166.98
435.28,166.96,80.112,144.06,254.94,173.38
435.31,160.6,79.812,139.21,242.64,165.68
435.33,171.17,80.012,141.21,257.24,176.08
435.36,163.27,79.512,136.46,252.04,171.08
435.38,173.53,90.012,150.46,262.54,181.98
435.4,164.51,79.112,141.36,252.74,169.98
435.43,169.06,84.012,142.76,262.24,176.38
435.45,169.82,79.312,143.06,273.14,181.98
435.48,182.31,94.012,156.36,291.34,188.28
435.5,168.29,76.512,144.76,266.94,172.88
435.53,173.11,83.012,145.11,274.44,172.68
435.55,176.64,89.312,155.71,287.64,186.28
435.57,178.61,86.112,153.86,276.04,185.68
435.6,174.24,84.312,151.31,279.74,179.28
435.62,183.86,85.512,156.01,286.74,188.78
435.65,173.8,74.612,151.81,273.74,179.48
435.67,191.84,94.912,160.31,288.74,194.68
435.69,182.51,82.712,155.76,295.54,182.78
435.72,192.48,88.012,155.31,291.74,193.58
435.74,181.96,83.412,152.96,288.44,184.28
435.77,193.16,90.812,158.86,297.14,197.48
435.79,189.93,84.912,156.31,284.24,192.68
435.82,205.26,93.812,169.11,312.64,201.08
435.84,201.57,77.512,155.21,302.94,190.68
435.86,210.7,89.812,167.21,302.14,196.88
435.89,200.18,85.912,162.06,302.44,189.48
435.91,210.96,88.312,164.41,319.84,193.08
435.94,210.49,77.012,163.71,311.04,202.68
435.96,234,87.412,170.56,322.74,204.08
435.99,250.22,80.812,162.66,311.54,184.58
436.01,275.07,104.61,184.06,341.14,222.88
436.03,237.78,78.012,166.66,319.04,197.08
436.06,222.56,94.612,170.51,323.44,216.48
436.08,200.32,86.812,163.81,329.64,205.78
436.11,208.89,90.912,177.16,334.04,212.18
436.13,202.06,78.812,169.66,325.64,200.78
436.15,213.91,89.912,170.16,338.24,206.08
436.18,206.5,81.412,168.61,322.84,205.98
436.2,214.15,91.912,174.66,348.74,211.18
436.23,205.38,86.112,178.51,346.14,199.38
436.25,224.75,94.712,191.96,362.14,228.88
436.27,213.43,83.812,182.01,350.24,217.78
436.3,215.64,86.212,182.36,356.14,216.48
436.32,212.86,87.212,177.66,358.64,213.28
436.35,225.01,92.912,184.01,369.94,228.58
436.37,215.82,82.212,177.41,357.54,210.58
436.39,226.74,92.612,186.76,371.44,227.18
436.42,216.59,86.812,186.11,350.34,222.58
436.44,231.4,92.512,191.86,376.24,227.38
436.47,223.52,86.112,189.36,377.44,217.58
436.49,246.79,110.41,206.36,402.64,257.98
436.52,226.63,81.412,190.41,371.24,227.88
436.54,242.45,95.712,200.71,394.04,238.78
436.56,233.55,89.112,192.36,394.84,229.98
436.59,242.25,91.912,201.51,394.44,241.68
436.61,240.14,93.912,204.81,399.84,237.28
436.64,251.64,104.41,205.96,413.94,251.48
436.66,249.37,103.91,213.31,405.14,261.88
436.69,247.24,95.812,208.31,405.54,237.28
436.71,269.44,122.21,244.11,438.14,273.18
436.73,258.92,110.21,213.86,438.24,266.58
436.76,247.1,85.912,200.41,424.64,244.48
436.78,264.28,104.41,211.31,431.24,256.28
436.81,251.49,95.612,212.01,418.84,251.58
436.83,263.39,104.61,217.41,442.94,260.88
436.85,255.54,90.212,210.56,420.64,253.78
436.88,269.11,99.812,221.66,444.84,276.58
436.9,258.63,89.712,211.71,437.94,254.48
436.93,270.47,102.31,219.36,455.74,269.48
436.95,265.51,96.012,217.56,446.14,254.98
436.97,274.13,93.412,220.61,462.84,272.58
437,271.53,99.412,228.06,461.74,269.78
437.02,280.09,97.312,227.01,465.24,275.58
437.05,272.34,97.412,222.41,465.54,269.88
437.07,285.84,108.51,233.01,493.94,274.58
437.09,278.09,95.012,224.86,480.34,264.98
437.12,290.09,98.012,229.16,495.34,282.38
437.14,289.18,105.51,236.56,496.74,274.28
437.17,295.28,101.01,239.86,495.44,289.28
437.19,287.71,99.712,232.46,486.64,270.38
437.21,301.81,107.61,238.76,518.44,296.98
437.24,291.23,92.312,241.81,507.54,279.28
437.26,307.16,106.41,245.51,509.64,295.08
437.29,297.85,100.01,242.96,510.84,301.38
437.31,308.49,102.31,243.86,534.44,290.48
437.33,305.78,101.91,252.41,529.54,301.98
437.36,318.1,102.81,250.66,532.64,304.18
437.38,343.41,136.71,295.01,582.34,339.88
437.41,321.97,113.91,257.01,546.54,315.58
437.43,311.11,94.212,246.96,545.54,293.78
437.45,334.26,118.41,272.86,554.64,329.88
437.48,317.35,96.312,251.76,552.44,294.98
437.5,331.65,106.21,265.76,569.04,327.28
437.52,321.39,92.012,256.16,545.74,300.28
